Line,CPT-4 Code,CPT-4 Procedure
Pathology and Laboratory,85461,"Hemoglobin, fetal"
Pathology and Laboratory,85475,Hemolysin
Pathology and Laboratory,85520,Heparin assay
Pathology and Laboratory,85525,Heparin neutralization
Pathology and Laboratory,85530,Heparin-protamine tolerance
Pathology and Laboratory,85535,No Longer Valid
Pathology and Laboratory,85536,Iron stain peripheral blood
Pathology and Laboratory,85538,No Longer Valid
Pathology and Laboratory,85540,Wbc alkaline phosphatase
Pathology and Laboratory,85544,No Longer Valid
Pathology and Laboratory,85547,RBC mechanical fragility
Pathology and Laboratory,85548,No Longer Valid
Pathology and Laboratory,85549,Muramidase
Pathology and Laboratory,85555,RBC osmotic fragility
Pathology and Laboratory,85556,No Longer Valid
Pathology and Laboratory,85557,RBC osmotic fragility
Pathology and Laboratory,85560,No Longer Valid
Pathology and Laboratory,85575,No Longer Valid
Pathology and Laboratory,85576,Blood platelet aggregation
Pathology and Laboratory,85577,No Longer Valid
Pathology and Laboratory,85580,No Longer Valid
Pathology and Laboratory,85585,No Longer Valid
Pathology and Laboratory,85590,No Longer Valid
Pathology and Laboratory,85595,No Longer Valid
Pathology and Laboratory,85597,Platelet neutralization
Pathology and Laboratory,85610,Prothrombin time
Pathology and Laboratory,85611,Prothrombin test
Pathology and Laboratory,85612,Viper venom prothrombin time
Pathology and Laboratory,85613,"Russell viper venom, diluted"
Pathology and Laboratory,85615,No Longer Valid
Pathology and Laboratory,85618,No Longer Valid
Pathology and Laboratory,85630,No Longer Valid
Pathology and Laboratory,85632,No Longer Valid
Pathology and Laboratory,85635,Reptilase test
Pathology and Laboratory,85650,No Longer Valid
Pathology and Laboratory,85651,"RBC sed rate, nonautomated"
Pathology and Laboratory,85652,"RBC sed rate, automated"
Pathology and Laboratory,85660,RBC sickle cell test
Pathology and Laboratory,85665,No Longer Valid
Pathology and Laboratory,85667,No Longer Valid
Pathology and Laboratory,85670,"Thrombin time, plasma"
Pathology and Laboratory,85675,"Thrombin time, titer"
Pathology and Laboratory,85700,No Longer Valid
Pathology and Laboratory,85705,Thromboplastin inhibition
Pathology and Laboratory,85710,No Longer Valid
Pathology and Laboratory,85711,No Longer Valid
Pathology and Laboratory,85720,No Longer Valid
Pathology and Laboratory,85730,"Thromboplastin time, partial"
Pathology and Laboratory,85732,"Thromboplastin time, partial"
Pathology and Laboratory,85810,Blood viscosity examination
Pathology and Laboratory,85820,No Longer Valid
Pathology and Laboratory,85999,Hematology procedure
Pathology and Laboratory,86000,"Agglutinins, febrile"
Pathology and Laboratory,86001,Allergen specific igg
Pathology and Laboratory,86002,No Longer Valid
Pathology and Laboratory,86003,Allergen specific IgE
Pathology and Laboratory,86004,No Longer Valid
Pathology and Laboratory,86005,Allergen specific IgE
Pathology and Laboratory,86006,No Longer Valid
Pathology and Laboratory,86007,No Longer Valid
Pathology and Laboratory,86008,No Longer Valid
Pathology and Laboratory,86009,No Longer Valid
Pathology and Laboratory,86011,No Longer Valid
Pathology and Laboratory,86012,No Longer Valid
Pathology and Laboratory,86013,No Longer Valid
Pathology and Laboratory,86014,No Longer Valid
Pathology and Laboratory,86016,No Longer Valid
Pathology and Laboratory,86019,No Longer Valid
Pathology and Laboratory,86021,WBC antibody identification
Pathology and Laboratory,86022,Platelet antibodies
Pathology and Laboratory,86023,Immunoglobulin assay
Pathology and Laboratory,86024,No Longer Valid
Pathology and Laboratory,86031,No Longer Valid
Pathology and Laboratory,86032,No Longer Valid
Pathology and Laboratory,86033,No Longer Valid
Pathology and Laboratory,86034,No Longer Valid
Pathology and Laboratory,86038,Antinuclear antibodies
Pathology and Laboratory,86039,Antinuclear antibodies (ANA)
Pathology and Laboratory,86060,"Antistreptolysin o, titer"
Pathology and Laboratory,86063,"Antistreptolysin o, screen"
Pathology and Laboratory,86064,"No Longer Valid - 06 B cells, total count"
Pathology and Laboratory,86066,No Longer Valid
Pathology and Laboratory,86067,No Longer Valid
Pathology and Laboratory,86068,No Longer Valid
Pathology and Laboratory,86070,No Longer Valid
Pathology and Laboratory,86077,Physician blood bank service
Pathology and Laboratory,86078,Physician blood bank service
Pathology and Laboratory,86079,Physician blood bank service
Pathology and Laboratory,86080,No Longer Valid
Pathology and Laboratory,86082,No Longer Valid
Pathology and Laboratory,86083,No Longer Valid
Pathology and Laboratory,86084,No Longer Valid
Pathology and Laboratory,86085,No Longer Valid
Pathology and Laboratory,86095,No Longer Valid
Pathology and Laboratory,86100,No Longer Valid
Pathology and Laboratory,86105,No Longer Valid
Pathology and Laboratory,86115,No Longer Valid
Pathology and Laboratory,86128,No Longer Valid
Pathology and Laboratory,86130,No Longer Valid
Pathology and Laboratory,86140,C-reactive protein
Pathology and Laboratory,86141,"C-reactive protein, hs"
Pathology and Laboratory,86146,Glycoprotein antibody
Pathology and Laboratory,86147,Cardiolipin antibody
Pathology and Laboratory,86148,Phospholipid antibody
Pathology and Laboratory,86149,No Longer Valid
Pathology and Laboratory,86151,No Longer Valid
Pathology and Laboratory,86155,Chemotaxis assay
Pathology and Laboratory,86156,"Cold agglutinin, screen"
Pathology and Laboratory,86157,"Cold agglutinin, titer"
Pathology and Laboratory,86158,No Longer Valid
Pathology and Laboratory,86159,No Longer Valid
Pathology and Laboratory,86160,"Complement, antigen"
Pathology and Laboratory,86161,Complement/function activity
Pathology and Laboratory,86162,"Complement, total (CH50)"
Pathology and Laboratory,86163,No Longer Valid
Pathology and Laboratory,86164,No Longer Valid
Pathology and Laboratory,86171,"Complement fixation, each"
Pathology and Laboratory,86185,Counterimmunoelectrophoresis
Pathology and Laboratory,86200,Ccp antibody
Pathology and Laboratory,86215,"Deoxyribonuclease, antibody"
Pathology and Laboratory,86225,DNA antibody
Pathology and Laboratory,86226,"DNA antibody, single strand"
Pathology and Laboratory,86235,Nuclear antigen antibody
Pathology and Laboratory,86243,Fc receptor
Pathology and Laboratory,86244,No Longer Valid
Pathology and Laboratory,86255,"Fluorescent antibody, screen"
Pathology and Laboratory,86256,"Fluorescent antibody, titer"
Pathology and Laboratory,86265,No Longer Valid
Pathology and Laboratory,86266,No Longer Valid
Pathology and Laboratory,86267,No Longer Valid
Pathology and Laboratory,86277,Growth hormone antibody
Pathology and Laboratory,86280,Hemagglutination inhibition
Pathology and Laboratory,86281,No Longer Valid
Pathology and Laboratory,86282,No Longer Valid
Pathology and Laboratory,86283,No Longer Valid
Pathology and Laboratory,86287,No Longer Valid
Pathology and Laboratory,86288,No Longer Valid
Pathology and Laboratory,86289,No Longer Valid
Pathology and Laboratory,86290,No Longer Valid
Pathology and Laboratory,86291,No Longer Valid
Pathology and Laboratory,86293,No Longer Valid
Pathology and Laboratory,86294,"Immunoassay, tumor, qual"
Pathology and Laboratory,86295,No Longer Valid
Pathology and Laboratory,86296,No Longer Valid
Pathology and Laboratory,86298,No Longer Valid
Pathology and Laboratory,86299,No Longer Valid
Pathology and Laboratory,86300,"Immunoassay, tumor, ca 15-3"
Pathology and Laboratory,86301,"Immunoassay, tumor, ca 19-9"
Pathology and Laboratory,86302,No Longer Valid
Pathology and Laboratory,86303,No Longer Valid
Pathology and Laboratory,86304,"Immunoassay, tumor, ca 125"
Pathology and Laboratory,86305,No Longer Valid
Pathology and Laboratory,86306,No Longer Valid
Pathology and Laboratory,86308,Heterophile antibodies
Pathology and Laboratory,86309,Heterophile antibodies
Pathology and Laboratory,86310,Heterophile antibodies
Pathology and Laboratory,86311,No Longer Valid
Pathology and Laboratory,86312,No Longer Valid
Pathology and Laboratory,86313,No Longer Valid
Pathology and Laboratory,86314,No Longer Valid
Pathology and Laboratory,86315,No Longer Valid
Pathology and Laboratory,86316,"Immunoassay, tumor other"
Pathology and Laboratory,86317,"Immunoassay,infectious agent"
Pathology and Laboratory,86318,"Immunoassay,infectious agent"
Pathology and Laboratory,86319,No Longer Valid
Pathology and Laboratory,86320,Serum immunoelectrophoresis
Pathology and Laboratory,86325,Other immunoelectrophoresis
Pathology and Laboratory,86327,Immunoelectrophoresis assay
Pathology and Laboratory,86329,Immunodiffusion
Pathology and Laboratory,86331,Immunodiffusion ouchterlony
Pathology and Laboratory,86332,Immune complex assay
Pathology and Laboratory,86333,No Longer Valid
Pathology and Laboratory,86334,"Immunofix E-Phoresis, Serum"
Pathology and Laboratory,86335,Immunfix E-Phorsis/Urine/Csf
Pathology and Laboratory,86336,Inhibin A
Pathology and Laboratory,86337,Insulin antibodies
Pathology and Laboratory,86338,No Longer Valid
Pathology and Laboratory,86340,Intrinsic factor antibody
Pathology and Laboratory,86341,Islet cell antibody
Pathology and Laboratory,86342,No Longer Valid
Pathology and Laboratory,86343,Leukocyte histamine release
Pathology and Laboratory,86344,Leukocyte phagocytosis
Pathology and Laboratory,86349,No Longer Valid
Pathology and Laboratory,86353,Lymphocyte transformation
Pathology and Laboratory,86355,"B cells, total count"
Pathology and Laboratory,86356,Mononuclear Cell Antigen
Pathology and Laboratory,86357,"Nk cells, total count"
Pathology and Laboratory,86358,No Longer Valid
Pathology and Laboratory,86359,"T cells, total count"
Pathology and Laboratory,86360,"T cell, absolute count/ratio"
Pathology and Laboratory,86361,"T cell, absolute count"
Pathology and Laboratory,86367,"Stem cells, total count"
Pathology and Laboratory,86376,Microsomal antibody
Pathology and Laboratory,86377,No Longer Valid
Pathology and Laboratory,86378,Migration inhibitory factor
Pathology and Laboratory,86379,"No Longer Valid - 06 Nk cells, total count"
Pathology and Laboratory,86382,"Neutralization test, viral"
Pathology and Laboratory,86384,Nitroblue tetrazolium dye
Pathology and Laboratory,86385,No Longer Valid
Pathology and Laboratory,86386,No Longer Valid
Pathology and Laboratory,86403,Particle agglutination test
Pathology and Laboratory,86404,No Longer Valid
Pathology and Laboratory,86405,No Longer Valid
Pathology and Laboratory,86406,Particle agglutination test
Pathology and Laboratory,86410,No Longer Valid
Pathology and Laboratory,86411,No Longer Valid
Pathology and Laboratory,86412,No Longer Valid
Pathology and Laboratory,86417,No Longer Valid
Pathology and Laboratory,86418,No Longer Valid
Pathology and Laboratory,86419,No Longer Valid
Pathology and Laboratory,86420,No Longer Valid
Pathology and Laboratory,86421,No Longer Valid
Pathology and Laboratory,86422,No Longer Valid
Pathology and Laboratory,86423,No Longer Valid
Pathology and Laboratory,86430,Rheumatoid factor test
Pathology and Laboratory,86431,"Rheumatoid factor, quant"
Pathology and Laboratory,86455,No Longer Valid
Pathology and Laboratory,86480,"TB test, cell immun measure"
Pathology and Laboratory,86485,"Skin test, candida"
Pathology and Laboratory,86486,"Skin Test, Nos Antigen"
Pathology and Laboratory,86490,Coccidioidomycosis skin test
Pathology and Laboratory,86510,Histoplasmosis skin test
Pathology and Laboratory,86540,No Longer Valid
Pathology and Laboratory,86580,TB intradermal test
Pathology and Laboratory,86585,No Longer Valid - 06 TB tine test
Pathology and Laboratory,86586,"No Longer Valid - 08 Skin test, unlisted"
Pathology and Laboratory,86587,"No Longer Valid - 06 Stem cells (ie, CD34), total count"
Pathology and Laboratory,86588,No Longer Valid
Pathology and Laboratory,86590,"Streptokinase, antibody"
Pathology and Laboratory,86592,"Blood serology, qualitative"
Pathology and Laboratory,86593,"Blood serology, quantitative"
Pathology and Laboratory,86594,No Longer Valid
Pathology and Laboratory,86595,No Longer Valid
Pathology and Laboratory,86600,No Longer Valid
Pathology and Laboratory,86602,Antinomyces antibody
Pathology and Laboratory,86603,Adenovirus antibody
Pathology and Laboratory,86606,Aspergillus antibody
Pathology and Laboratory,86609,Bacterium antibody
Pathology and Laboratory,86611,Bartonella antibody
Pathology and Laboratory,86612,Blastomyces antibody
Pathology and Laboratory,86615,Bordetella antibody
Pathology and Laboratory,86617,Lyme disease antibody
Pathology and Laboratory,86618,Lyme disease antibody
Pathology and Laboratory,86619,Borrelia antibody
Pathology and Laboratory,86622,Brucella antibody
Pathology and Laboratory,86625,Campylobacter antibody
Pathology and Laboratory,86628,Candida antibody
Pathology and Laboratory,86630,No Longer Valid
Pathology and Laboratory,86631,Chlamydia antibody
Pathology and Laboratory,86632,Chlamydia igm antibody
Pathology and Laboratory,86635,Coccidioides antibody
Pathology and Laboratory,86638,Q fever antibody
Pathology and Laboratory,86641,Cryptococcus antibody
Pathology and Laboratory,86644,CMV antibody
Pathology and Laboratory,86645,"CMV antibody, IgM"
Pathology and Laboratory,86648,Diphtheria antibody
Pathology and Laboratory,86650,No Longer Valid
Pathology and Laboratory,86651,Encephalitis antibody
Pathology and Laboratory,86652,Encephalitis antibody
Pathology and Laboratory,86653,Encephalitis antibody
Pathology and Laboratory,86654,Encephalitis antibody
Pathology and Laboratory,86658,Enterovirus antibody
Pathology and Laboratory,86662,No Longer Valid
Pathology and Laboratory,86663,Epstein-barr antibody
Pathology and Laboratory,86664,Epstein-barr antibody
Pathology and Laboratory,86665,Epstein-barr antibody
Pathology and Laboratory,86666,Ehrlichia antibody
Pathology and Laboratory,86668,Francisella tularensis
Pathology and Laboratory,86671,Fungus antibody
Pathology and Laboratory,86674,Giardia lamblia antibody
Pathology and Laboratory,86677,Helicobacter pylori
Pathology and Laboratory,86681,No Longer Valid
Pathology and Laboratory,86682,Helminth antibody
Pathology and Laboratory,86683,No Longer Valid
Pathology and Laboratory,86684,Hemophilus influenza
Pathology and Laboratory,86685,No Longer Valid
Pathology and Laboratory,86687,Htlv-i antibody
Pathology and Laboratory,86688,Htlv-ii antibody
Pathology and Laboratory,86689,HTLV/HIV confirmatory test
Pathology and Laboratory,86692,"Hepatitis, delta agent"
Pathology and Laboratory,86694,Herpes simplex test
Pathology and Laboratory,86695,Herpes simplex test
Pathology and Laboratory,86696,Herpes simplex type 2
Pathology and Laboratory,86698,Histoplasma
Pathology and Laboratory,86701,HIV-1
Pathology and Laboratory,86702,HIV-2
Pathology and Laboratory,86703,"HIV-1/HIV-2, single assay"
Pathology and Laboratory,86704,"Hep b core antibody, total"
Pathology and Laboratory,86705,"Hep b core antibody, igm"
Pathology and Laboratory,86706,Hep b surface antibody
Pathology and Laboratory,86707,Hep be antibody
Pathology and Laboratory,86708,"Hep a antibody, total"
Pathology and Laboratory,86709,"Hep a antibody, igm"
Pathology and Laboratory,86710,Influenza virus antibody
Pathology and Laboratory,86713,Legionella antibody
Pathology and Laboratory,86717,Leishmania antibody
Pathology and Laboratory,86720,Leptospira antibody
